player,position,team,week,year,passing_td,passing_yd,perc_throws,rushing_td,rushing_yd,rec_td,rec_yd,receptions,fgmd,fgyd,perc_fg,tackles,sacks,ints
C.Newton,QB,DAL,13,2015,5,331,68.29268293,0,0,0,0,0,0,0,0,0,0,0
J.Allen,RB,BAL,13,2015,0,0,0,0,63,0,0,0,0,0,0,0,0,0
A.Robinson,WR,JAC,13,2015,0,0,0,0,0,3,153,10,0,0,0,0,0,0
R.Rodgers,TE,GB,13,2015,0,0,0,0,0,1,146,8,0,0,0,0,0,0
D.Bailey,K,DAL,13,2015,0,0,0,0,0,0,0,0,4,54,100,0,0,0
D.Johnson,ILB,KC,13,2015,0,0,0,0,0,0,0,0,0,0,0,13,1,0
R.Wilson,QB,NYG,14,2015,5,292,71.875,0,0,0,0,0,0,0,0,0,0,0
J.Starks,RB,GB,14,2015,0,0,0,1,71,0,0,0,0,0,0,0,0,0
O.Beckham Jr.,WR,NYG,14,2015,0,0,0,0,0,2,166,7,0,0,0,0,0,0
J.Reed,TE,WAS,14,2015,0,0,0,0,0,1,120,9,0,0,0,0,0,0
C.Boswell,K,PIT,14,2015,0,0,0,0,0,0,0,0,4,47,100,0,0,0
K.Mack,DE,OAK,14,2015,0,0,0,0,0,0,0,0,0,0,0,6,5,0
C.Newton,QB,DET,15,2015,5,340,55.55555556,0,0,0,0,0,0,0,0,0,0,0
D.Woodhead,RB,SD,15,2015,0,0,0,1,10,0,0,0,0,0,0,0,0,0
A.Brown,WR,PIT,15,2015,0,0,0,0,0,2,189,16,0,0,0,0,0,0
J.Reed,TE,WAS,15,2015,0,0,0,0,0,2,84,7,0,0,0,0,0,0
S.Gostkowski,K,NE,15,2015,0,0,0,0,0,0,0,0,4,43,80,0,0,0
M.Adams,SS,IND,15,2015,0,0,0,0,0,0,0,0,0,0,0,5,0,0
K.Cousins,QB,CIN,16,2015,4,365,67.39130435,0,0,0,0,0,0,0,0,0,0,0
D.Williams,RB,PIT,16,2015,0,0,0,2,100,0,0,0,0,0,0,0,0,0
J.Jones,WR,ATL,16,2015,0,0,0,0,0,1,178,9,0,0,0,0,0,0
J.Reed,TE,WAS,16,2015,0,0,0,0,0,2,129,9,0,0,0,0,0,0
B.Walsh,K,MIN,16,2015,0,0,0,0,0,0,0,0,5,53,100,0,0,0
J.Collins,OLB,NE,16,2015,0,0,0,0,0,0,0,0,0,0,0,6,0,0
R.Tannehill,QB,STL,17,2015,2,350,65.78947368,0,0,0,0,0,0,0,0,0,0,0
D.Harris,RB,SF,17,2015,0,0,0,0,67,0,0,0,0,0,0,0,0,0
A.Brown,WR,PIT,17,2015,0,0,0,0,0,1,187,13,0,0,0,0,0,0
Z.Ertz,TE,PHI,17,2015,0,0,0,0,0,0,152,9,0,0,0,0,0,0
P.Dawson,K,SF,17,2015,0,0,0,0,0,0,0,0,4,38,100,0,0,0
L.David,OLB,TB,17,2015,0,0,0,0,0,0,0,0,0,0,0,4,1,0
A.Luck,QB,LA,1,2016,4,385,65.95744681,0,0,0,0,0,0,0,0,0,0,0
S.Ware,RB,KC,1,2016,0,0,0,1,70,0,0,0,0,0,0,0,0,0
A.Green,WR,CIN,1,2016,0,0,0,0,0,1,180,12,0,0,0,0,0,0
J.Doyle,TE,IND,1,2016,0,0,0,0,0,2,35,3,0,0,0,0,0,0
B.Walsh,K,MIN,1,2016,0,0,0,0,0,0,0,0,4,50,66.66666667,0,0,0
K.Alexander,MLB,TB,1,2016,0,0,0,0,0,0,0,0,0,0,0,15,1,0
C.Newton,QB,PHI,2,2016,4,353,60,0,0,0,0,0,0,0,0,0,0,0
G.Bernard,RB,CIN,2,2016,0,0,0,0,17,0,0,0,0,0,0,0,0,0
S.Diggs,WR,MIN,2,2016,0,0,0,0,0,1,182,9,0,0,0,0,0,0
G.Olsen,TE,CAR,2,2016,0,0,0,0,0,1,122,5,0,0,0,0,0,0
G.Gano,K,CAR,2,2016,0,0,0,0,0,0,0,0,4,49,100,0,0,0
A.Ogletree,OLB,LA,2,2016,0,0,0,0,0,0,0,0,0,0,0,8,0,0
J.Winston,QB,ATL,3,2016,3,405,62.06896552,0,0,0,0,0,0,0,0,0,0,0
D.Freeman,RB,ATL,3,2016,0,0,0,0,152,0,0,0,0,0,0,0,0,0
M.Jones,WR,DET,3,2016,0,0,0,0,0,2,205,6,0,0,0,0,0,0
Z.Miller,TE,CHI,3,2016,0,0,0,0,0,2,78,8,0,0,0,0,0,0
D.Hopkins,K,WAS,3,2016,0,0,0,0,0,0,0,0,5,49,100,0,0,0
H.Smith,FS,MIN,3,2016,0,0,0,0,0,0,0,0,0,0,0,6,1,0
M.Ryan,QB,NYG,4,2016,4,503,75.67567568,0,0,0,0,0,0,0,0,0,0,0
L.McCoy,RB,BUF,4,2016,0,0,0,0,70,0,0,0,0,0,0,0,0,0
J.Jones,WR,ATL,4,2016,0,0,0,0,0,1,300,12,0,0,0,0,0,0
J.Reed,TE,WAS,4,2016,0,0,0,0,0,2,73,9,0,0,0,0,0,0
M.Nugent,K,CIN,4,2016,0,0,0,0,0,0,0,0,5,47,100,0,0,0
Z.Brown,LB,BUF,4,2016,0,0,0,0,0,0,0,0,0,0,0,13,1,0
T.Brady,QB,TB,5,2016,3,406,70,0,0,0,0,0,0,0,0,0,0,0
D.Johnson,RB,ARI,5,2016,0,0,0,2,157,0,0,0,0,0,0,0,0,0
T.Hilton,WR,IND,5,2016,0,0,0,0,0,1,171,10,0,0,0,0,0,0
M.Bennett,TE,NE,5,2016,0,0,0,0,0,3,67,6,0,0,0,0,0,0
A.Vinatieri,K,IND,5,2016,0,0,0,0,0,0,0,0,5,54,100,0,0,0
V.Beasley,LB,ATL,5,2016,0,0,0,0,0,0,0,0,0,0,0,7,3.5,0
D.Brees,QB,NYJ,6,2016,4,465,69.3877551,0,0,0,0,0,0,0,0,0,0,0
J.White,RB,NE,6,2016,0,0,0,0,19,0,0,0,0,0,0,0,0,0
O.Beckham,WR,NYG,6,2016,0,0,0,0,0,2,222,8,0,0,0,0,0,0
R.Gronkowski,TE,NE,6,2016,0,0,0,0,0,1,162,7,0,0,0,0,0,0
J.Lambo,K,SD,6,2016,0,0,0,0,0,0,0,0,4,37,100,0,0,0
D.Irving,DT,DAL,6,2016,0,0,0,0,0,0,0,0,0,0,0,3,1,0
A.Luck,QB,HOU,7,2016,3,353,69.23076923,0,0,0,0,0,0,0,0,0,0,0
L.Bell,RB,PIT,7,2016,0,0,0,0,81,0,0,0,0,0,0,0,0,0
D.Adams,WR,GB,7,2016,0,0,0,0,0,2,132,13,0,0,0,0,0,0
J.Doyle,TE,IND,7,2016,0,0,0,0,0,1,78,9,0,0,0,0,0,0
S.Janikowski,K,OAK,7,2016,0,0,0,0,0,0,0,0,4,52,100,0,0,0
L.Floyd,OLB,CHI,7,2016,0,0,0,0,0,0,0,0,0,0,0,2,2,0
D.Carr,QB,MIN,8,2016,4,513,67.79661017,0,0,0,0,0,0,0,0,0,0,0
T.Riddick,RB,DET,8,2016,0,0,0,0,56,0,0,0,0,0,0,0,0,0
A.Cooper,WR,OAK,8,2016,0,0,0,0,0,1,173,12,0,0,0,0,0,0
T.Eifert,TE,CIN,8,2016,0,0,0,0,0,1,102,9,0,0,0,0,0,0
W.Lutz,K,NO,8,2016,0,0,0,0,0,0,0,0,4,53,100,0,0,0
S.Lotulelei,DT,CAR,8,2016,0,0,0,0,0,0,0,0,0,0,0,5,3,0
M.Ryan,QB,BUF,9,2016,4,344,73.52941176,0,0,0,0,0,0,0,0,0,0,0
M.Gordon,RB,SD,9,2016,0,0,0,1,196,0,0,0,0,0,0,0,0,0
M.Evans,WR,TB,9,2016,0,0,0,0,0,2,150,11,0,0,0,0,0,0
J.Graham,TE,SEA,9,2016,0,0,0,0,0,2,103,8,0,0,0,0,0,0
C.Santos,K,KC,9,2016,0,0,0,0,0,0,0,0,4,51,100,0,0,0
T.Davis,OLB,CAR,9,2016,0,0,0,0,0,0,0,0,0,0,0,10,1,1
B.Roethlisberger,QB,CIN,10,2016,3,408,80.43478261,0,0,0,0,0,0,0,0,0,0,0
E.Elliott,RB,DAL,10,2016,0,0,0,2,114,0,0,0,0,0,0,0,0,0
A.Brown,WR,PIT,10,2016,0,0,0,0,0,1,154,14,0,0,0,0,0,0
D.Walker,TE,TEN,10,2016,0,0,0,0,0,1,124,9,0,0,0,0,0,0
C.Santos,K,KC,10,2016,0,0,0,0,0,0,0,0,4,47,100,0,0,0
M.Peters,CB,KC,10,2016,0,0,0,0,0,0,0,0,0,0,0,5,0,0
A.Rodgers,QB,HOU,11,2016,3,351,63.41463415,0,0,0,0,0,0,0,0,0,0,0
D.Johnson,RB,ARI,11,2016,0,0,0,1,103,0,0,0,0,0,0,0,0,0
D.Bryant,WR,DAL,11,2016,0,0,0,0,0,2,80,6,0,0,0,0,0,0
J.Cook,TE,GB,11,2016,0,0,0,0,0,1,105,6,0,0,0,0,0,0
R.Aguayo,K,TB,11,2016,0,0,0,0,0,0,0,0,4,41,100,0,0,0
K.Alonso,LB,MIA,11,2016,0,0,0,0,0,0,0,0,0,0,0,6,0,0
K.Cousins,QB,GB,12,2016,3,449,77.35849057,0,0,0,0,0,0,0,0,0,0,0
D.Johnson,RB,ARI,12,2016,0,0,0,0,58,0,0,0,0,0,0,0,0,0
A.Brown,WR,PIT,12,2016,0,0,0,0,0,3,91,5,0,0,0,0,0,0
J.Reed,TE,WAS,12,2016,0,0,0,0,0,2,95,10,0,0,0,0,0,0
J.Tucker,K,BAL,12,2016,0,0,0,0,0,0,0,0,4,57,100,0,0,0
J.Pierre-Paul,DE,NYG,12,2016,0,0,0,0,0,0,0,0,0,0,0,5,3,0
J.Flacco,QB,IND,13,2016,4,381,76.59574468,0,0,0,0,0,0,0,0,0,0,0
D.Johnson,RB,ARI,13,2016,0,0,0,1,84,0,0,0,0,0,0,0,0,0
G.Tate,WR,DET,13,2016,0,0,0,0,0,1,145,8,0,0,0,0,0,0
D.Allen,TE,IND,13,2016,0,0,0,0,0,3,72,4,0,0,0,0,0,0
M.Prater,K,DET,13,2016,0,0,0,0,0,0,0,0,5,52,100,0,0,0
V.Burfict,OLB,CIN,13,2016,0,0,0,0,0,0,0,0,0,0,0,10,0,2
T.Brady,QB,BAL,14,2016,3,406,65.78947368,0,0,0,0,0,0,0,0,0,0,0
L.Bell,RB,PIT,14,2016,0,0,0,3,236,0,0,0,0,0,0,0,0,0
E.Sanders,WR,DEN,14,2016,0,0,0,0,0,1,100,11,0,0,0,0,0,0
T.Eifert,TE,CIN,14,2016,0,0,0,0,0,2,48,5,0,0,0,0,0,0
N.Novak,K,HOU,14,2016,0,0,0,0,0,0,0,0,5,52,100,0,0,0
S.Lee,OLB,DAL,14,2016,0,0,0,0,0,0,0,0,0,0,0,11,0,0
D.Brees,QB,CAR,15,2016,4,389,77.08333333,0,0,0,0,0,0,0,0,0,0,0
B.Powell,RB,NYJ,15,2016,0,0,0,0,84,0,0,0,0,0,0,0,0,0
B.Cooks,WR,NO,15,2016,0,0,0,0,0,2,186,7,0,0,0,0,0,0
C.Clay,TE,BUF,15,2016,0,0,0,0,0,1,72,7,0,0,0,0,0,0
C.Boswell,K,PIT,15,2016,0,0,0,0,0,0,0,0,6,49,100,0,0,0
K.Alexander,MLB,TB,15,2016,0,0,0,0,0,0,0,0,0,0,0,11,0,0
R.Wilson,QB,DET,16,2016,4,350,64.44444444,0,0,0,0,0,0,0,0,0,0,0
D.Freeman,RB,ATL,16,2016,0,0,0,0,53,0,0,0,0,0,0,0,0,0
A.Thielen,WR,MIN,16,2016,0,0,0,0,0,2,202,12,0,0,0,0,0,0
T.Kelce,TE,KC,16,2016,0,0,0,0,0,1,160,11,0,0,0,0,0,0
M.Bryant,K,ATL,16,2016,0,0,0,0,0,0,0,0,4,51,100,0,0,0
T.Davis,MLB,DEN,16,2016,0,0,0,0,0,0,0,0,0,0,0,10,0,0
A.Rodgers,QB,SEA,17,2016,4,300,69.23076923,0,0,0,0,0,0,0,0,0,0,0
C.West,RB,KC,17,2016,0,0,0,0,58,0,0,0,0,0,0,0,0,0
M.Thomas,WR,NO,17,2016,0,0,0,0,0,1,156,10,0,0,0,0,0,0
Z.Ertz,TE,PHI,17,2016,0,0,0,0,0,2,139,13,0,0,0,0,0,0
S.Hauschka,K,SEA,17,2016,0,0,0,0,0,0,0,0,4,33,100,0,0,0
B.Wagner,MLB,SEA,17,2016,0,0,0,0,0,0,0,0,0,0,0,10,2,0
A.Smith,QB,LAC,1,2017,4,368,80.0,0,0,0,0,0,0,0,0,0,0,0
K.Hunt,RB,KC,1,2017,0,0,0,1,148,0,0,0,0,0,0,0,0,0
T.Hill,WR,KC,1,2017,0,0,0,0,0,1,133,7,0,0,0,0,0,0
J.James,TE,PIT,1,2017,0,0,0,0,0,2,41,6,0,0,0,0,0,0
G.Tavecchio,K,OAK,1,2017,0,0,0,0,0,0,0,0,4,52,100.0,0,0,0
Y.Ngakoue,DE,JAX,1,2017,0,0,0,0,0,0,0,0,0,0,0,3,2,0
C.Wentz,QB,DET,2,2017,2,333,54.347826087,0,0,0,0,0,0,0,0,0,0,0
T.Gurley,RB,LA,2,2017,0,0,0,1,88,0,0,0,0,0,0,0,0,0
M.Crabtree,WR,OAK,2,2017,0,0,0,0,0,3,80,6,0,0,0,0,0,0
J.Witten,TE,DAL,2,2017,0,0,0,0,0,1,97,10,0,0,0,0,0,0
C.Boswell,K,PIT,2,2017,0,0,0,0,0,0,0,0,4,46,100.0,0,0,0
C.Jones,DE,KC,2,2017,0,0,0,0,0,0,0,0,0,0,0,4,3,1
R.Wilson,QB,DAL,3,2017,4,373,59.1836734694,0,0,0,0,0,0,0,0,0,0,0
C.Thompson,RB,WAS,3,2017,0,0,0,0,38,0,0,0,0,0,0,0,0,0
S.Diggs,WR,MIN,3,2017,0,0,0,0,0,2,173,8,0,0,0,0,0,0
M.Lewis,TE,JAX,3,2017,0,0,0,0,0,3,62,4,0,0,0,0,0,0
S.Hauschka,K,BUF,3,2017,0,0,0,0,0,0,0,0,4,55,100.0,0,0,0
R.Shazier,ILB,PIT,3,2017,0,0,0,0,0,0,0,0,0,0,0,11,0,0
A.Dalton,QB,WAS,4,2017,4,286,83.3333333333,0,0,0,0,0,0,0,0,0,0,0
T.Gurley,RB,LA,4,2017,0,0,0,0,121,0,0,0,0,0,0,0,0,0
D.Hopkins,WR,HOU,4,2017,0,0,0,0,0,1,107,10,0,0,0,0,0,0
T.Kroft,TE,CIN,4,2017,0,0,0,0,0,2,68,6,0,0,0,0,0,0
G.Zuerlein,K,LA,4,2017,0,0,0,0,0,0,0,0,7,49,100.0,0,0,0
E.Ogbah,DE,CLE,4,2017,0,0,0,0,0,0,0,0,0,0,0,4,1,0
D.Watson,QB,MIN,5,2017,5,261,51.6129032258,0,0,0,0,0,0,0,0,0,0,0
M.Gordon,RB,LAC,5,2017,0,0,0,0,105,0,0,0,0,0,0,0,0,0
A.Green,WR,CIN,5,2017,0,0,0,0,0,1,189,7,0,0,0,0,0,0
E.Dickson,TE,CAR,5,2017,0,0,0,0,0,0,175,5,0,0,0,0,0,0
H.Butker,K,KC,5,2017,0,0,0,0,0,0,0,0,5,49,100.0,0,0,0
R.Jones,FS,MIA,5,2017,0,0,0,0,0,0,0,0,0,0,0,6,0.5,0
C.Palmer,QB,IND,6,2017,3,283,81.8181818182,0,0,0,0,0,0,0,0,0,0,0
M.Gordon,RB,LAC,6,2017,0,0,0,1,83,0,0,0,0,0,0,0,0,0
A.Brown,WR,PIT,6,2017,0,0,0,0,0,1,155,8,0,0,0,0,0,0
R.Gronkowski,TE,NE,6,2017,0,0,0,0,0,2,83,6,0,0,0,0,0,0
R.Succop,K,TEN,6,2017,0,0,0,0,0,0,0,0,5,48,100.0,0,0,0
C.Robertson,OLB,NO,6,2017,0,0,0,0,0,0,0,0,0,0,0,4,1,0
C.Wentz,QB,WAS,7,2017,4,268,68.0,0,0,0,0,0,0,0,0,0,0,0
E.Elliott,RB,DAL,7,2017,0,0,0,2,147,0,0,0,0,0,0,0,0,0
A.Cooper,WR,OAK,7,2017,0,0,0,0,0,2,210,11,0,0,0,0,0,0
O.Howard,TE,TB,7,2017,0,0,0,0,0,2,98,6,0,0,0,0,0,0
K.Forbath,K,MIN,7,2017,0,0,0,0,0,0,0,0,6,52,100.0,0,0,0
L.David,OLB,TB,7,2017,0,0,0,0,0,0,0,0,0,0,0,12,0,0
R.Wilson,QB,DEN,8,2017,4,452,63.4146341463,0,0,0,0,0,0,0,0,0,0,0
L.McCoy,RB,BUF,8,2017,0,0,0,1,151,0,0,0,0,0,0,0,0,0
D.Hopkins,WR,HOU,8,2017,0,0,0,0,0,1,224,8,0,0,0,0,0,0
J.Doyle,TE,IND,8,2017,0,0,0,0,0,1,121,12,0,0,0,0,0,0
M.Prater,K,DET,8,2017,0,0,0,0,0,0,0,0,5,51,100.0,0,0,0
L.Kuechly,MLB,CAR,8,2017,0,0,0,0,0,0,0,0,0,0,0,6,0,1
J.Cutler,QB,DET,9,2017,3,311,80.9523809524,0,0,0,0,0,0,0,0,0,0,0
A.Kamara,RB,NO,9,2017,0,0,0,1,68,0,0,0,0,0,0,0,0,0
T.Hilton,WR,IND,9,2017,0,0,0,0,0,2,175,5,0,0,0,0,0,0
T.Kelce,TE,KC,9,2017,0,0,0,0,0,1,73,7,0,0,0,0,0,0
J.Lambo,K,JAX,9,2017,0,0,0,0,0,0,0,0,3,56,100.0,0,0,0
K.Neal,SS,ATL,9,2017,0,0,0,0,0,0,0,0,0,0,0,6,0,0
C.Newton,QB,MIA,10,2017,4,254,60.0,0,0,0,0,0,0,0,0,0,0,0
A.Ekeler,RB,LAC,10,2017,0,0,0,0,42,0,0,0,0,0,0,0,0,0
R.Woods,WR,LA,10,2017,0,0,0,0,0,2,171,8,0,0,0,0,0,0
J.Graham,TE,SEA,10,2017,0,0,0,0,0,2,27,6,0,0,0,0,0,0
G.Zuerlein,K,LA,10,2017,0,0,0,0,0,0,0,0,4,50,100.0,0,0,0
A.Clayborn,DE,ATL,10,2017,0,0,0,0,0,0,0,0,0,0,0,6,6,0
B.Roethlisberger,QB,ATL,11,2017,4,299,66.6666666667,0,0,0,0,0,0,0,0,0,0,0
A.Kamara,RB,NO,11,2017,0,0,0,0,42,0,0,0,0,0,0,0,0,0
A.Brown,WR,PIT,11,2017,0,0,0,0,0,3,144,10,0,0,0,0,0,0
R.Seals-Jones,TE,ARI,11,2017,0,0,0,0,0,2,54,3,0,0,0,0,0,0
S.Gostkowski,K,NE,11,2017,0,0,0,0,0,0,0,0,4,62,100.0,0,0,0
V.Bell,FS,NO,11,2017,0,0,0,0,0,0,0,0,0,0,0,10,1,0
