name,id,home,team,pos,defense_ast,defense_ffum,defense_int,defense_sk,defense_tkl,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgm,kicking_fgyds,kicking_totpfg,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,puntret_avg,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds,year
Sp.Johnson,00-0022610,no,BUF,,14,1,0,2,41,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
M.Stroud,00-0020492,no,BUF,,20,0,0,2.5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
D.Florence,00-0021994,no,BUF,,9,1,2,0,46,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,1,0,,,,,,,,,,,,,,,2010
C.Kelsay,00-0021995,no,BUF,,25,1,0,3,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
T.Troup,00-0027655,no,BUF,,11,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
P.Posluszny,00-0025421,no,BUF,MLB,45,0,0,2.5,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
K.Williams,00-0024348,no,BUF,DT,20,0,0,5,53,0,0,0,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
K.Ellison,00-0024392,no,BUF,,3,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Ellis,00-0026212,yes,BUF,,2,0,0,1,3,1,0,1,0,0,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
A.Maybin,00-0026987,no,BUF,,2,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
A.Davis,00-0021257,no,BUF,,23,1,1,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
B.Scott,00-0021951,no,BUF,,9,0,0,2,19,0,0,1,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,2010
R.Corner,00-0026254,no,BUF,,2,0,0,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
D.Edwards,00-0022750,no,BUF,,23,1,1,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
T.McGee,00-0022008,no,BUF,,4,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Henne,00-0026197,no,MIA,QB,,,,,,2,3,5,3,-22,,,,,,,,,,,,,,,491,302,18,15,0,0,3298,,,,,,,,,,,,,,,,,,35,51,0,0,0,0,52,2010
L.Polite,00-0022405,no,MIA,,,,,,,,,,,,,,,,,,,,,10,10,0,2,0,,,,,,,,,,,,,,,,,,58,0,12,0,0,0,61,26,36,4,1,0,0,62,2010
R.Brown,00-0023437,no,MIA,,,,,,,2,0,3,0,0,,,,,,,,,,,,,,,2,0,0,0,0,0,0,,,,,,,,,,,130,0,30,0,0,0,223,197,202,22,5,1,0,724,2010
R.Williams,00-0017915,no,MIA,,,,,,,2,2,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,28,18,1,0,0,129,156,199,46,2,0,0,672,2010
D.Bess,00-0026000,no,MIA,,0,0,0,0,1,2,1,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,101,163,0,24,0,262,81,79,5,0,0,808,1,0,0,0,0,0,0,2010
B.Marshall,00-0024334,no,MIA,WR,,,,,,1,1,2,1,0,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,297,26,83,3,0,0,973,2,4,0,0,0,0,3,2010
A.Fasano,00-0024268,no,MIA,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,45,38,4,0,0,512,,,,,,,,2010
D.Carpenter,00-0026003,no,MIA,K,,,,,,,,,,,39,30,497,90,25,0,25,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
B.Fields,00-0025612,no,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546,28,836,66,3088,,,,,,,,,,,,,,,,,,,,2010
C.Smith,00-0026113,no,MIA,,,,,,,0,1,1,1,0,,,,,,,,,,56,60,0,5,0,,,,,,,,,,,,,4,6,0,2,0,,,,,,,,,,,,,,,2010
P.Cobbs,00-0024172,no,MIA,,,,,,,0,0,1,0,0,,,,,,,,,,125,175,0,23,0,,,,,,,,,,,,,,,,,,66,42,7,2,0,0,91,3,-1,0,0,0,0,-1,2010
Q.Moses,00-0025452,no,MIA,,4,0,0,0,11,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
P.Soliai,00-0025495,no,MIA,DT,6,0,0,2,32,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Wake,00-0023368,no,MIA,DE,10,2,0,13,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
K.Langford,00-0026206,no,MIA,DE,12,2,0,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
T.Culver,00-0024399,no,MIA,,2,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Clemons,00-0027115,no,MIA,,10,2,1,1.5,49,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
B.Sapp,00-0022352,no,MIA,,6,0,1,0,29,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
Y.Bell,00-0022067,no,MIA,,17,2,1,2,79,0,0,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Allen,00-0024231,no,MIA,,11,0,6,0,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
B.Carpenter,00-0024233,no,MIA,,8,0,0,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
R.Starks,00-0022805,no,MIA,,5,0,0,2.5,23,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
V.Davis,00-0027001,no,MIA,CB,7,0,1,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
K.Misi,00-0027883,no,MIA,OLB,11,0,0,4.5,28,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
K.Dansby,00-0022927,no,MIA,LB,17,2,0,2,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Odrick,00-0027878,no,MIA,DE,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
T.Brady,00-0019596,no,NE,QB,,,,,,1,1,2,1,0,,,,,,,,,,,,,,,467,305,4,34,1,0,3714,,,,,,,,,,,,,,,,,,27,35,3,1,0,0,32,2010
K.Faulk,00-0005091,no,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0,6,0,0,0,62,8,19,0,0,0,0,45,2010
S.Morris,00-0019484,no,NE,,,,,,,1,0,1,0,0,,,,,,,,,,43,45,0,4,0,,,,,,,,,,,,,,,,,,77,0,7,0,0,0,77,18,31,0,0,0,0,51,2010
F.Taylor,00-0016098,no,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,2,0,0,0,6,43,56,0,0,0,0,155,2010
B.Green-Ellis,00-0025860,no,NE,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,58,0,11,0,0,0,81,208,213,89,12,0,0,912,2010
B.Tate,00-0027057,no,NE,WR,,,,,,1,0,1,0,0,,,,,,,,,,346,494,103,38,2,,,,,,,,,,,,,4,4,0,1,0,282,111,24,3,1,0,432,5,62,0,0,0,0,62,2010
W.Welker,00-0022427,no,NE,,,,,,,0,1,1,1,0,0,0,0,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,9,22,0,4,0,254,49,81,6,0,0,790,,,,,,,,2010
R.Gronkowski,00-0027656,no,NE,TE,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,60,41,10,0,0,521,,,,,,,,2010
R.Moss,00-0011754,no,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,110,28,5,0,0,393,,,,,,,,2010
A.Hernandez,00-0027713,no,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,13,44,5,0,0,555,3,47,0,0,0,0,47,2010
R.Ninkovich,00-0024349,no,NE,DE,14,1,2,4,39,0,0,0,3,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
S.Gostkowski,00-0024333,no,NE,K,,,,,,,,,,,13,10,183,30,26,0,26,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
Z.Mesko,00-0027749,no,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567,18,760,55,2373,,,,,,,,,,,,,,,,,,,,2010
G.Guyton,00-0025821,no,NE,,17,1,2,3,37,0,0,0,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Mayo,00-0026150,no,NE,,56,2,0,2,103,0,0,0,3,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
T.Banta-Cain,00-0022038,no,NE,,8,1,0,5,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
P.Chung,00-0027010,no,NE,SS,21,0,3,0,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Wilhite,00-0026269,no,NE,,4,0,0,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
D.Butler,00-0027017,no,NE,CB,0,0,0,0,21,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
D.McCourty,00-0027647,no,NE,FS,11,2,6,1,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
M.Pryor,00-0027138,no,NE,,6,0,0,0.5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
V.Wilfork,00-0022712,no,NE,NT,9,0,0,2,42,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
B.Spikes,00-0027668,no,NE,LB,23,0,1,0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
M.Murrell,00-0025720,yes,NE,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Sanders,00-0023567,no,NE,,13,0,2,0,35,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
R.Brace,00-0027016,no,NE,,6,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
B.Meriweather,00-0025411,no,NE,,18,0,2,0,43,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Palmer,00-0021429,no,CIN,QB,,,,,,3,3,7,3,-5,,,,,,,,,,,,,,,552,343,18,24,3,1,3740,,,,,,,,,,,,,,,,,,30,40,0,0,0,0,38,2010
C.Benson,00-0023439,no,CIN,,,,,,,4,1,6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,7,25,1,0,0,156,296,172,25,6,1,1,987,2010
Be.Scott,00-0026941,no,CIN,,,,,,,2,0,2,0,0,,,,,,,,,,351,460,0,53,0,,,,,,,,,,,,,,,,,,42,0,10,0,0,0,66,58,129,10,1,0,0,302,2010
J.Shipley,00-0027687,no,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,72,47,3,0,0,529,,,,,,,,2010
C.Ochocinco,00-0020397,no,CIN,,,,,,,0,1,0,1,6,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,259,41,64,3,2,0,803,,,,,,,,2010
J.Gresham,00-0027873,no,CIN,TE,,,,,,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,24,50,4,1,1,438,,,,,,,,2010
T.Owens,00-0012478,no,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337,209,69,8,0,0,920,,,,,,,,2010
M.Nugent,00-0023482,no,CIN,K,,,,,,,,,,,18,15,270,45,17,0,17,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
K.Huber,00-0027103,no,CIN,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581,28,810,69,2921,,,,,,,,,,,,,,,,,,,,2010
Q.Cosby,00-0026716,no,CIN,,,,,,,,,,,,,,,,,,,,,44,44,0,4,0,,,,,,,,,,,,,83,121,0,30,0,11,0,1,0,0,0,11,,,,,,,,2010
A.Jones,00-0023441,no,CIN,CB,3,1,1,0,11,0,0,0,2,59,,,,,,,,,,74,81,0,6,0,,,,,,,,,,,,,14,28,0,5,0,,,,,,,,,,,,,,,2010
A.Odom,00-0022918,no,CIN,,1,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Joseph,00-0024239,no,CIN,CB,5,0,1,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Ndukwe,00-0025640,no,CIN,,15,0,1,1,36,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Fanene,00-0023665,no,CIN,,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Crocker,00-0022167,no,CIN,,12,2,0,2,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
R.Maualuga,00-0027014,no,CIN,MLB,30,0,2,1,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
Dh.Jones,00-0019635,no,CIN,,37,1,0,1,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
L.Hall,00-0025405,no,CIN,DB,9,2,4,0,28,,,,,,,,,,,,,,,30,30,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
R.Geathers,00-0022867,no,CIN,,11,1,0,1,21,0,0,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
D.Peko,00-0024338,no,CIN,DT,18,0,0,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
F.Rucker,00-0024306,no,CIN,DE,9,0,0,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
T.Johnson,00-0022696,no,CIN,,5,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
B.Johnson,00-0024356,no,CIN,,16,0,1,0.5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
R.Williams,00-0021143,no,CIN,,19,1,1,1,38,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
K.Rivers,00-0026149,no,CIN,,23,0,0,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
M.Schaub,00-0022787,no,HOU,QB,,,,,,3,1,9,1,-15,,,,,,,,,,,,,,,541,346,12,23,1,1,4115,,,,,,,,,,,,,,,,,,21,24,0,0,0,0,25,2010
S.Slaton,00-0026229,no,HOU,,,,,,,,,,,,,,,,,,,,,226,296,0,39,0,,,,,,,,,,,,,,,,,,15,0,3,0,0,0,11,19,62,0,0,0,0,93,2010
A.Foster,00-0026796,no,HOU,RB,,,,,,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,23,60,2,0,0,545,304,424,157,14,0,0,1530,2010
J.Jones,00-0025460,no,HOU,,,,,,,0,1,2,1,0,,,,,,,,,,121,137,0,17,0,,,,,,,,,,,,,96,141,0,29,0,251,20,51,3,1,1,562,1,-3,0,0,0,0,-3,2010
O.Daniels,00-0024313,no,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,8,38,2,0,0,471,,,,,,,,2010
A.Johnson,00-0022044,no,HOU,WR,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406,142,82,8,0,0,1184,2,7,0,0,0,0,10,2010
K.Walter,00-0021931,no,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,57,49,5,0,0,605,,,,,,,,2010
G.Quin,00-0027081,no,HOU,FS,14,1,3,0,65,0,0,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
N.Rackers,00-0019676,no,HOU,,,,,,,,,,,,28,25,555,75,40,0,40,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
M.Turk,00-0016689,no,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551,16,756,57,2406,,,,,,,,,,,,,1,-27,0,0,0,0,-27,2010
E.Wilson,00-0021992,no,HOU,,15,0,0,0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
M.Williams,00-0023750,no,HOU,DE,5,1,0,7,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
D.Ryans,00-0024248,no,HOU,,22,0,0,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
Z.Diles,00-0025605,no,HOU,,23,0,0,0,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Nading,00-0026417,no,HOU,,5,0,0,0.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
T.Jamison,00-0026798,no,HOU,,3,0,0,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
K.Jackson,00-0027872,no,HOU,CB,13,1,2,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
B.Pollard,00-0024269,no,HOU,,29,3,0,2.5,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
B.McCain,00-0026935,no,HOU,DB,5,0,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
A.Smith,00-0022793,no,HOU,,12,1,0,3.5,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
S.Cody,00-0023472,no,HOU,,15,0,0,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
A.Okoye,00-0025397,no,HOU,,15,0,0,3,26,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,1,0,,,,,,,,,,,,,,,2010
P.Manning,00-0010346,no,IND,,,,,,,1,1,3,1,-2,,,,,,,,,,,,,,,628,412,14,29,0,0,4304,,,,,,,,,,,,,,,,,,18,28,0,0,0,0,18,2010
J.Addai,00-0024245,no,IND,,,,,,,1,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,0,19,0,0,0,124,116,133,21,4,0,0,495,2010
P.Garcon,00-0026345,no,IND,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,126,63,6,0,0,754,2,6,0,0,0,0,6,2010
D.Brown,00-0027003,no,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,0,17,0,0,0,165,112,140,50,2,0,0,429,2010
D.Clark,00-0022165,no,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,67,37,3,0,0,347,,,,,,,,2010
R.Wayne,00-0020498,no,IND,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,80,103,5,0,0,1248,,,,,,,,2010
A.Collie,00-0027092,no,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,132,52,8,0,0,557,,,,,,,,2010
A.Gonzalez,00-0025419,no,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0,5,0,0,0,67,,,,,,,,2010
A.Vinatieri,00-0016919,no,IND,K,,,,,,,,,,,27,26,480,78,47,0,47,0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
P.McAfee,00-0027145,no,IND,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513,20,718,63,2650,,,,,,,,,,,,,,,,,,,,2010
D.Moore,00-0026620,no,IND,,,,,,,1,0,2,0,0,,,,,,,,,,81,95,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,0,-2,2010
J.Powers,00-0027064,no,IND,DB,11,0,2,0,36,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,40,45,0,8,0,,,,,,,,,,,,,,,2010
M.King,00-0026548,no,IND,,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
F.Moala,00-0027032,no,IND,,5,0,0,0,20,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
D.Freeney,00-0021146,no,IND,DE,3,5,0,9,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
A.Bethea,00-0024421,no,IND,SS,26,1,1,0.5,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
K.Dawson,00-0025629,no,IND,,9,0,0,0,17,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
M.Bullitt,00-0024697,no,IND,,3,0,1,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Session,00-0025523,no,IND,,7,0,0,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
K.Hayden,00-0023495,no,IND,,15,1,2,0,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
E.Foster,00-0025991,no,IND,,8,0,0,3.5,25,0,0,0,2,0,,,,,,,,,,12,12,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Tryon,00-0026264,no,IND,,9,0,0,0,26,0,0,0,1,0,,,,,,,,,,102,133,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
G.Brackett,00-0021484,no,IND,,21,0,0,0.5,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
P.Wheeler,00-0026233,no,IND,OLB,15,0,0,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
D.Muir,00-0024692,no,IND,,8,0,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
R.Mathis,00-0022059,no,IND,OLB,14,1,0,11,44,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
A.Johnson,00-0025539,no,IND,,6,0,0,0.5,16,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
R.Humber,00-0026672,no,IND,LB,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
D.Garrard,00-0021231,no,JAC,,,,,,,3,3,10,3,-12,,,,,,,,,,,,,,,332,216,12,21,0,0,2480,,,,,,,,,,,,,,,,,,64,130,56,5,0,0,261,2010
M.Jones-Drew,00-0024275,no,JAC,,,,,,,1,2,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,26,31,2,0,0,230,276,252,40,4,0,0,1191,2010
R.Jennings,00-0027155,no,JAC,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,0,25,0,0,0,214,82,184,93,4,0,0,456,2010
M.Lewis,00-0024243,no,JAC,TE,,,,,,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,113,53,9,0,0,634,,,,,,,,2010
Z.Miller,00-0027125,no,JAC,TE,,,,,,,,,,,,,,,,,,,,22,22,0,1,0,,,,,,,,,,,,,,,,,,113,52,17,1,0,0,189,2,8,0,0,0,0,9,2010
K.Osgood,00-0021570,no,JAC,,,,,,,0,1,0,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,38,24,4,1,0,0,38,,,,,,,,2010
G.Jones,00-0022897,no,JAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,11,0,0,0,47,2,3,0,0,0,0,4,2010
M.Thomas,00-0027076,no,JAC,,,,,,,3,1,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,131,249,78,30,1,289,84,61,3,0,0,784,12,93,0,0,0,0,114,2010
