name,id,home,team,pos,defense_ast,defense_ffum,defense_int,defense_sk,defense_tkl,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgm,kicking_fgyds,kicking_totpfg,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,puntret_avg,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds,year
C.Johnson,00-0025470,no,CAR,DE,11,0,0,9.5,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
E.Johnson,00-0024765,no,CAR,,7,0,1,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
D.Landri,00-0025553,no,CAR,,12,0,0,2,28,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Anderson,00-0024303,no,CAR,,27,2,1,3.5,95,0,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
T.Brayton,00-0022047,no,CAR,,5,1,0,1,16,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Gamble,00-0022914,no,CAR,,3,0,0,0,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
G.Hardy,00-0027774,no,CAR,,5,2,0,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
M.Hudson,00-0024406,no,CAR,,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
R.Marshall,00-0024273,no,CAR,,12,1,3,1,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Beason,00-0025412,no,CAR,,27,1,1,1,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Cutler,00-0024226,no,CHI,QB,,,,,,6,1,9,1,0,,,,,,,,,,,,,,,407,245,15,23,2,1,3118,,,,,,,,,,,,,,,,,,47,131,2,1,0,0,204,2010
C.Taylor,00-0021314,no,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,0,20,0,0,0,139,101,117,3,3,0,0,257,2010
M.Forte,00-0026184,no,CHI,RB,,,,,,2,1,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,92,49,3,1,1,540,212,325,110,5,0,0,972,2010
D.Aromashodu,00-0024447,no,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,0,10,0,1,0,149,,,,,,,,2010
J.Knox,00-0026913,no,CHI,,,,,,,1,0,1,0,0,,,,,,,,,,99,105,0,7,0,,,,,,,,,,,,,,,,,,491,136,46,5,0,0,905,1,2,0,0,0,0,2,2010
G.Olsen,00-0025418,no,CHI,TE,,,,,,1,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,78,37,5,0,0,364,,,,,,,,2010
D.Hester,00-0024272,no,CHI,WR,,,,,,,,,,,,,,,,,,,,250,315,0,12,0,,,,,,,,,,,,,270,445,215,29,3,255,68,36,4,0,0,434,7,31,0,0,0,0,30,2010
L.Louis,00-0026961,yes,CHI,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
T.Harris,00-0022837,no,CHI,,4,0,0,1.5,8,0,0,0,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
L.Briggs,00-0022128,no,CHI,,13,1,2,2,68,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
R.Gould,00-0023252,no,CHI,,,,,,,,,,,,27,22,438,66,34,0,34,0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
B.Maynard,00-0010609,no,CHI,,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,533,24,704,79,3151,,,,,,,,,,,,,,,,,,,,2010
D.Manning,00-0024257,no,CHI,,13,0,1,0,59,,,,,,,,,,,,,,,332,437,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
M.Anderson,00-0024373,no,CHI,,5,0,0,4,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
Z.Bowman,00-0026282,no,CHI,,4,1,0,0,24,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
B.Urlacher,00-0019456,no,CHI,,28,1,1,3,92,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Peppers,00-0021140,no,CHI,OLB,10,3,2,5,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Tillman,00-0022123,no,CHI,,10,4,4,0,67,0,0,0,3,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
P.Tinoisamoa,00-0022050,no,CHI,,7,1,0,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Harris,00-0023614,no,CHI,,19,0,5,0,48,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
D.Moore,00-0026907,no,CHI,,6,1,4,0.5,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
I.Idonije,00-0021604,no,CHI,,16,4,0,7,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
Sh.Hill,00-0020679,no,DET,QB,,,,,,1,1,3,1,-2,,,,,,,,,,,,,,,369,225,11,14,2,1,2397,,,,,,,,,,,,,,,,,,22,97,0,0,0,0,123,2010
M.Stafford,00-0026498,no,DET,QB,,,,,,1,0,2,0,-5,,,,,,,,,,,,,,,96,57,1,6,3,1,535,,,,,,,,,,,,,,,,,,4,9,1,1,0,0,11,2010
J.Best,00-0027880,no,DET,,,,,,,1,2,1,2,0,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,268,128,54,2,0,0,472,169,217,21,4,0,0,561,2010
M.Morris,00-0021182,no,DET,,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,0,21,0,0,0,130,80,80,21,5,0,0,305,2010
J.Felton,00-0026286,no,DET,,,,,,,,,,,,,,,,,,,,,59,59,0,2,0,,,,,,,,,,,,,,,,,,48,0,8,0,0,0,54,18,47,0,0,0,0,62,2010
B.Johnson,00-0022156,no,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,0,18,0,1,1,210,,,,,,,,2010
B.Pettigrew,00-0026996,no,DET,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,35,63,4,2,0,647,,,,,,,,2010
N.Burleson,00-0021999,no,DET,,,,,,,2,0,2,0,0,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,245,59,48,5,1,0,528,6,66,0,0,0,0,66,2010
C.Johnson,00-0025389,no,DET,,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,228,71,11,1,1,1074,4,32,0,0,0,0,32,2010
T.Scheffler,00-0024276,no,DET,,,,,,,1,0,1,0,0,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,164,5,44,1,0,0,368,,,,,,,,2010
J.Peterson,00-0019695,no,DET,,24,0,0,1,53,0,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Avril,00-0026232,no,DET,DE,9,1,0,7.5,22,0,0,0,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
D.Raiola,00-0020445,no,DET,,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
Sa.Hill,00-0027084,no,DET,,9,0,0,2.5,19,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Hanson,00-0006800,no,DET,,,,,,,,,,,,14,12,264,36,19,0,19,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
N.Harris,00-0020267,no,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539,21,789,84,3720,,,,,,,,,,,,,,,,,,,,2010
S.Logan,00-0026491,no,DET,,,,,,,1,0,2,2,4,,,,,,,,,,452,579,0,50,1,1,0,0,0,0,0,0,,,,,,176,258,0,27,0,,,,,,,,14,73,0,0,0,0,91,2010
J.Wade,00-0025471,no,DET,,5,0,0,0,35,0,1,0,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
A.Smith,00-0027013,no,DET,,9,0,5,0,27,0,0,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
T.McBride,00-0025441,no,DET,,17,3,0,5,16,0,0,0,1,0,,,,,,,,,,8,8,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Houston,00-0025428,no,DET,,6,1,1,0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
I.Ekejiuba,00-0023313,no,DET,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
L.Johnson,00-0022860,no,DET,,8,1,0,0,30,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
L.Delmas,00-0027009,no,DET,,22,2,0,2,59,0,0,0,2,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
A.Fluellen,00-0026227,no,DET,,2,0,0,1,8,,,,,,,,,,,,,,,4,4,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
K.Vanden Bosch,00-0020382,no,DET,,15,1,0,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
N.Suh,00-0027855,no,DET,DT,14,1,1,9.5,43,0,0,0,1,17,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Williams,00-0022906,no,DET,,5,1,1,2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
R.Phillips,00-0027896,no,DET,,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
A.Berry,00-0027338,no,DET,,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
Z.Follett,00-0027152,no,DET,,8,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Brown,00-0023621,no,DET,,8,1,0,0,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
S.Bradford,00-0027854,no,STL,QB,,,,,,2,2,7,2,-2,,,,,,,,,,,,,,,548,327,14,16,0,0,3279,,,,,,,,,,,,,,,,,,26,41,1,1,0,0,46,2010
K.Darby,00-0025633,no,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,21,10,1,0,0,61,34,55,13,2,0,0,107,2010
S.Jackson,00-0022736,no,STL,,,,,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,0,43,0,0,0,376,319,287,95,6,0,0,1187,2010
M.Karney,00-0022796,no,STL,,,,,,,,,,,,,,,,,,,,,17,17,0,1,0,,,,,,,,,,,,,,,,,,14,0,5,0,0,0,14,6,12,0,0,0,0,12,2010
D.Fells,00-0023752,no,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,26,40,2,0,0,380,,,,,,,,2010
L.Robinson,00-0025462,no,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,4,29,2,0,0,289,2,-14,0,0,0,0,-14,2010
M.Hoomanawanui,00-0027732,no,STL,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,38,9,2,0,0,100,,,,,,,,2010
D.Amendola,00-0026035,no,STL,WR,,,,,,1,0,2,0,0,,,,,,,,,,256,362,0,43,0,,,,,,,,,,,,,154,264,0,37,0,241,12,77,3,0,0,626,7,61,0,0,0,0,81,2010
B.Bajema,00-0023679,no,STL,,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,26,13,2,0,0,136,,,,,,,,2010
M.Clayton,00-0023457,no,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,17,23,2,0,0,306,1,6,0,0,0,0,6,2010
L.Grant,00-0026354,no,STL,,2,2,0,2,15,0,0,0,1,0,,,,,,,,,,8,8,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Dahl,00-0024796,no,STL,,9,1,2,1,73,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
B.Fletcher,00-0027041,no,STL,,10,0,4,0,54,0,0,0,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Ryan,00-0025541,yes,STL,,,,,,,1,0,1,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
Josh.Brown,00-0021940,no,STL,K,,,,,,,,,,,36,32,559,96,25,0,24,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
D.Jones,00-0022684,no,STL,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603,32,833,89,4042,,,,,,,,,,,,,,,,,,,,2010
M.Gilyard,00-0027700,no,STL,,,,,,,1,0,1,0,0,,,,,,,,,,140,157,0,16,0,,,,,,,,,,,,,,,,,,54,0,6,0,0,0,63,,,,,,,,2010
J.Laurinaitis,00-0027011,no,STL,LB,13,0,1,3,90,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
G.Selvie,00-0027818,no,STL,,6,0,0,1.5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Butler,00-0023053,no,STL,,2,1,2,0,18,0,0,0,1,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
N.Diggs,00-0019467,no,STL,,7,1,0,0,26,0,0,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Hall,00-0019387,no,STL,,6,5,0,10,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Chamberlain,00-0026368,no,STL,,3,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
F.Robbins,00-0019706,no,STL,,2,1,0,6,24,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
O.Atogwe,00-0023501,no,STL,,9,2,3,2,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
D.Scott,00-0027073,no,STL,,4,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Ah You,00-0025626,no,STL,,5,1,0,4,11,,,,,,,,,,,,,,,16,16,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.King,00-0026241,no,STL,,0,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
R.Bartell,00-0023485,no,STL,,6,1,0,0,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
D.Anderson,00-0023645,no,ARI,QB,,,,,,3,1,6,1,0,,,,,,,,,,,,,,,281,144,10,6,1,1,1770,,,,,,,,,,,,,,,,,,5,20,0,0,0,0,25,2010
T.Hightower,00-0026289,no,ARI,RB,,,,,,4,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,0,18,0,0,0,112,141,268,118,5,1,0,674,2010
L.Stephens-Howling,00-0026956,no,ARI,,,,,,,0,0,0,1,0,,,,,,,,,,370,629,96,57,2,,,,,,,,,,,,,,,,,,80,0,16,0,0,0,111,23,70,30,1,0,0,113,2010
S.Breaston,00-0025529,no,ARI,,,,,,,0,2,0,2,0,,,,,,,,,,24,27,0,5,0,2,1,0,0,0,0,17,,,,,,,,,,,259,2,42,1,0,0,626,3,35,0,0,0,0,35,2010
E.Doucet,00-0026221,no,ARI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,2,24,1,0,0,278,2,5,0,0,0,0,5,2010
M.Komar,00-0027352,no,ARI,,,,,,,1,2,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,0,5,0,83,0,12,0,0,0,117,,,,,,,,2010
S.Spach,00-0023108,no,ARI,,,,,,,,,,,,,,,,,,,,,13,15,0,2,0,,,,,,,,,,,,,,,,,,40,0,7,0,0,0,40,,,,,,,,2010
L.Fitzgerald,00-0022921,no,ARI,WR,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,44,84,5,1,1,1047,,,,,,,,2010
L.Sendlein,00-0025682,no,ARI,,,,,,,0,1,2,2,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Feely,00-0019770,no,ARI,,,,,,,,,,,,25,22,448,66,28,0,28,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,1,0,0,5,2010
B.Graham,00-0022954,no,ARI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549,27,838,87,3747,,,,,,,,,,,,,,,,,,,,2010
D.Rodgers-Cromarti,00-0026156,no,ARI,CB,2,0,3,0,40,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,2010
P.Lenon,00-0019104,no,ARI,,28,1,2,2,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Campbell,00-0026190,no,ARI,DE,14,0,0,6,44,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Porter,00-0013126,no,ARI,,10,2,0,5,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
M.Ware,00-0022786,no,ARI,,0,0,0,0,4,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,2010
G.Toler,00-0026910,no,ARI,DB,8,2,2,1,79,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
M.Adams,00-0025668,no,ARI,,8,0,2,0,33,0,0,0,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
B.Robinson,00-0013845,no,ARI,,6,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
A.Branch,00-0025420,no,ARI,DT,5,2,0,2,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Haggans,00-0019538,no,ARI,,9,1,0,5,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
K.Rhodes,00-0023557,no,ARI,,11,0,4,1,74,1,0,1,4,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
D.Dockett,00-0022930,no,ARI,,6,1,0,5,44,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
D.Washington,00-0027886,no,ARI,,10,1,1,1,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
K.Iwebema,00-0026256,no,ARI,,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
A.Wilson,00-0020505,no,ARI,,12,0,2,2,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
D.Dixon,00-0026296,no,PIT,,,,,,,1,0,2,0,-4,,,,,,,,,,,,,,,32,22,1,0,0,0,254,,,,,,,,,,,,,,,,,,5,23,0,0,0,0,32,2010
I.Redman,00-0026566,no,PIT,,,,,,,1,1,2,1,-6,,,,,,,,,,40,40,0,2,0,,,,,,,,,,,,,,,,,,47,9,8,1,0,0,56,48,123,0,0,0,0,220,2010
R.Mendenhall,00-0026163,no,PIT,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,0,23,0,0,0,167,301,346,106,12,0,0,1215,2010
M.Moore,00-0022217,no,PIT,,,,,,,0,1,0,1,0,,,,,,,,,,39,39,0,3,0,,,,,,,,,,,,,,,,,,98,0,23,0,0,0,188,32,77,0,0,2,2,97,2010
M.Wallace,00-0026901,no,PIT,WR,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525,299,57,9,0,0,1141,4,20,0,0,0,0,20,2010
H.Ward,00-0017162,no,PIT,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,49,56,5,0,0,727,1,-2,0,0,0,0,-2,2010
H.Miller,00-0023465,no,PIT,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,18,39,2,0,0,486,,,,,,,,2010
A.Randle El,00-0021190,no,PIT,,,,,,,0,2,2,2,0,,,,,,,,,,,,,,,2,2,0,2,0,0,42,,,,,,41,52,0,14,0,163,0,22,0,0,0,253,1,2,0,0,0,0,2,2010
J.Reed,00-0020737,no,PIT,,,,,,,,,,,,32,24,419,72,32,0,32,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
D.Sepulveda,00-0025499,no,PIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451,12,607,49,2235,,,,,,,,,,,,,,,,,,,,2010
E.Sanders,00-0027685,no,PIT,WR,,,,,,1,0,2,0,0,,,,,,,,,,170,222,0,25,0,,,,,,,,,,,,,49,50,0,4,0,196,6,26,1,0,0,341,,,,,,,,2010
T.Polamalu,00-0022119,no,PIT,,15,1,6,1,43,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Hoke,00-0019940,no,PIT,,3,0,0,0,6,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
L.Woodley,00-0025433,no,PIT,,15,2,2,7.5,32,0,0,0,2,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
A.Smith,00-0015080,no,PIT,,8,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Farrior,00-0005082,no,PIT,,28,1,0,5,73,0,0,0,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
W.Gay,00-0025557,no,PIT,CB,5,1,0,2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
B.Keisel,00-0021344,no,PIT,,16,2,1,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Harrison,00-0020712,no,PIT,OLB,28,5,0,8.5,67,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
G.Warren,00-0023003,yes,PIT,LS,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
R.Clark,00-0020840,no,PIT,,29,0,2,0,54,0,0,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
B.McFadden,00-0023497,no,PIT,,7,2,2,1,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
E.Hood,00-0027008,no,PIT,DE,4,0,0,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
L.Timmons,00-0025402,no,PIT,ILB,35,2,2,3,93,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
I.Taylor,00-0021891,no,PIT,,14,0,2,1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Hampton,00-0020426,no,PIT,,10,1,0,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
M.Ryan,00-0026143,no,ATL,QB,,,,,,3,0,4,0,0,,,,,,,,,,,,,,,532,331,9,26,2,1,3452,,,,,,,,,,,,,,,,,,45,92,0,0,0,0,114,2010
J.Snelling,00-0025631,no,ATL,,,,,,,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,50,41,3,1,0,277,86,115,7,2,0,0,322,2010
J.Norwood,00-0024294,no,ATL,,,,,,,,,,,,,,,,,,,,,55,56,0,4,0,,,,,,,,,,,,,,,,,,9,0,1,0,0,0,9,2,6,0,0,0,0,8,2010
M.Turner,00-0022821,no,ATL,,,,,,,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,0,11,0,0,0,89,306,325,27,11,0,0,1240,2010
T.Gonzalez,00-0006101,no,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,40,66,6,0,0,610,,,,,,,,2010
H.Douglas,00-0026224,no,ATL,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,8,22,1,0,0,294,2,-5,0,0,0,0,-5,2010
